episode_index,dataset_from_index,dataset_to_index,length,task,official_env,fully_within_single_scene,overlap_frames
311,18339,18404,65,turn_on_lightbulb: move the light switch to turn on the yellow light,B,True,"{""B"": 65}"
312,18404,18469,65,"move_slider_left: grasp the door handle, then slide the door to the left",B,True,"{""B"": 65}"
313,18469,18534,65,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,B,True,"{""B"": 65}"
314,18534,18599,65,turn_off_lightbulb: turn off the yellow light,B,True,"{""B"": 65}"
315,18599,18664,65,lift_pink_block_drawer: pick up the pink block lying in the drawer,B,True,"{""B"": 65}"
316,18664,18729,65,lift_blue_block_table: lift the blue block from the table,B,True,"{""B"": 65}"
317,18729,18794,65,turn_on_led: push down the button to turn on the green light,B,True,"{""B"": 65}"
318,18794,18859,65,push_into_drawer: sweep the block into the drawer,B,True,"{""B"": 65}"
319,18859,18924,65,lift_red_block_table: pick up the red block from the table,B,True,"{""B"": 65}"
320,18924,18960,36,stack_block: place the grasped block on top of another block,B,True,"{""B"": 36}"
321,18960,19001,41,unstack_block: unstack the blocks,B,True,"{""B"": 41}"
322,19001,19066,65,push_blue_block_left: push left the blue block,B,True,"{""B"": 65}"
323,19066,19100,34,lift_blue_block_table: pick up the blue block,B,True,"{""B"": 34}"
324,19100,19165,65,lift_blue_block_drawer: grasp the blue block from the drawer,B,True,"{""B"": 65}"
325,19165,19230,65,push_blue_block_left: sweep the blue block to the left,B,True,"{""B"": 65}"
326,19230,19295,65,"move_slider_left: slide the door to the left, then let it go",B,True,"{""B"": 65}"
327,19295,19332,37,place_in_drawer: place the block in the drawer,B,True,"{""B"": 37}"
328,19332,19397,65,lift_pink_block_drawer: go towards the pink block in the drawer and grasp it,B,True,"{""B"": 65}"
329,19397,19462,65,open_drawer: open the cabinet drawer,B,True,"{""B"": 65}"
330,19462,19527,65,move_slider_right: move the door to the right,B,True,"{""B"": 65}"
331,19527,19592,65,move_slider_right: move the door to the right,B,True,"{""B"": 65}"
332,19592,19657,65,move_slider_right: push the sliding door to the right,B,True,"{""B"": 65}"
333,19657,19722,65,"rotate_blue_block_left: grasp the blue block, then turn it left",B,True,"{""B"": 65}"
334,19722,19787,65,lift_red_block_drawer: grasp the red block lying in the drawer,B,True,"{""B"": 65}"
335,19787,19852,65,"lift_pink_block_table: grasp the pink block on the table, then lift it up",B,True,"{""B"": 65}"
336,19852,19917,65,lift_red_block_table: grasp the red block and lift it up,B,True,"{""B"": 65}"
337,19917,19954,37,place_in_drawer: place the grasped object in the drawer,B,True,"{""B"": 37}"
338,19954,20019,65,push_into_drawer: push the block into the drawer,B,True,"{""B"": 65}"
339,20019,20084,65,lift_red_block_slider: grasp the red block lying on the shelf,B,True,"{""B"": 65}"
340,20084,20130,46,place_in_drawer: go towards the drawer and place the object,B,True,"{""B"": 46}"
341,20130,20195,65,lift_blue_block_slider: lift the blue block on the shelf,B,True,"{""B"": 65}"
342,20195,20260,65,turn_off_lightbulb: toggle the light switch to turn off the yellow light,B,True,"{""B"": 65}"
343,20260,20308,48,place_in_slider: put the grasped object in the cabinet,B,True,"{""B"": 48}"
344,20308,20373,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
345,20373,20438,65,lift_red_block_table: lift the red block,B,True,"{""B"": 65}"
346,20438,20481,43,turn_off_led: push the button to turn off the led,B,True,"{""B"": 43}"
347,20481,20546,65,push_into_drawer: sweep the object into the drawer,B,True,"{""B"": 65}"
348,20546,20611,65,move_slider_right: move the door to the right,B,True,"{""B"": 65}"
349,20611,20676,65,rotate_pink_block_left: turn the pink block left,B,True,"{""B"": 65}"
350,20676,20741,65,turn_on_lightbulb: turn on the yellow lamp,B,True,"{""B"": 65}"
351,20741,20790,49,place_in_slider: put the block in the cabinet,B,True,"{""B"": 49}"
352,20790,20855,65,lift_red_block_slider: in the cabinet grasp the red block,B,True,"{""B"": 65}"
353,20855,20920,65,lift_red_block_table: lift the red block from the table,B,True,"{""B"": 65}"
354,20920,20954,34,place_in_drawer: place the block in the drawer,B,True,"{""B"": 34}"
355,20954,21019,65,rotate_red_block_left: turn the red block left,B,True,"{""B"": 65}"
356,21019,21084,65,turn_on_lightbulb: move the light switch to turn on the yellow light,B,True,"{""B"": 65}"
357,21084,21149,65,rotate_blue_block_left: rotate left the blue block,B,True,"{""B"": 65}"
358,21149,21214,65,push_into_drawer: sweep the block into the drawer,B,True,"{""B"": 65}"
359,21214,21279,65,turn_off_led: turn off the green light,B,True,"{""B"": 65}"
360,21279,21344,65,move_slider_left: move the door all the way to the left,B,True,"{""B"": 65}"
361,21344,21409,65,lift_red_block_table: grasp the red block on the table and lift it up,B,True,"{""B"": 65}"
362,21409,21474,65,close_drawer: close the cabinet drawer,B,True,"{""B"": 65}"
363,21474,21539,65,lift_blue_block_drawer: pick up the blue block in the drawer,B,True,"{""B"": 65}"
364,21539,21604,65,turn_on_lightbulb: push the switch upwards,B,True,"{""B"": 65}"
365,21604,21669,65,place_in_slider: put the grasped object in the sliding cabinet,B,True,"{""B"": 65}"
366,21669,21734,65,"open_drawer: grasp the drawer handle, then open it",B,True,"{""B"": 65}"
367,21734,21782,48,place_in_drawer: go towards the drawer and store the object,B,True,"{""B"": 48}"
368,21782,21847,65,rotate_blue_block_right: take the blue block and turn it right,B,True,"{""B"": 65}"
369,21847,21912,65,open_drawer: go open the drawer,B,True,"{""B"": 65}"
370,21912,21954,42,push_pink_block_right: go slide the pink block to the right,B,True,"{""B"": 42}"
371,21954,22019,65,move_slider_left: push the door to the left side,B,True,"{""B"": 65}"
372,22019,22084,65,lift_red_block_drawer: pick up the red block in the drawer,B,True,"{""B"": 65}"
373,22084,22149,65,"close_drawer: grasp the drawer handle, then close it",B,True,"{""B"": 65}"
374,22149,22186,37,rotate_blue_block_right: grasp the blue block and turn it right,B,True,"{""B"": 37}"
375,22186,22251,65,turn_on_lightbulb: turn on the yellow lamp,B,True,"{""B"": 65}"
376,22251,22316,65,stack_block: place the block on top of another block,B,True,"{""B"": 65}"
377,22316,22381,65,move_slider_right: push the sliding door to the right,B,True,"{""B"": 65}"
378,22381,22446,65,lift_red_block_drawer: lift the red block in the drawer,B,True,"{""B"": 65}"
379,22446,22481,35,place_in_slider: place the block in the cabinet,B,True,"{""B"": 35}"
380,22481,22546,65,push_blue_block_right: push right the blue block,B,True,"{""B"": 65}"
381,22546,22611,65,move_slider_left: move the door to the left,B,True,"{""B"": 65}"
382,22611,22676,65,turn_on_led: push down the button to turn on the led,B,True,"{""B"": 65}"
383,22676,22741,65,turn_on_led: push down the button to turn on the led light,B,True,"{""B"": 65}"
384,22741,22775,34,turn_off_led: push down the button to turn off the green light,B,True,"{""B"": 34}"
385,22775,22840,65,lift_red_block_table: pick up the red block from the table,B,True,"{""B"": 65}"
386,22840,22905,65,lift_pink_block_drawer: pick up the pink block in the drawer,B,True,"{""B"": 65}"
387,22905,22970,65,lift_pink_block_table: lift the pink block from the table,B,True,"{""B"": 65}"
388,22970,23035,65,push_blue_block_right: sweep the blue block to the right,B,True,"{""B"": 65}"
389,23035,23100,65,push_blue_block_left: go push the blue block to the left,B,True,"{""B"": 65}"
390,23100,23146,46,place_in_slider: put the block in the sliding cabinet,B,True,"{""B"": 46}"
391,23146,23211,65,turn_off_lightbulb: toggle the light switch to turn off the yellow light,B,True,"{""B"": 65}"
392,23211,23276,65,lift_red_block_drawer: pick up the red block in the drawer,B,True,"{""B"": 65}"
393,23276,23341,65,turn_off_led: toggle the button to turn off the led light,B,True,"{""B"": 65}"
394,23341,23406,65,unstack_block: take off the stacked block,B,True,"{""B"": 65}"
395,23406,23471,65,turn_on_led: turn on the led light,B,True,"{""B"": 65}"
396,23471,23536,65,push_blue_block_right: slide the blue block to the right,B,True,"{""B"": 65}"
397,23536,23601,65,lift_pink_block_drawer: pick up the pink block from the drawer,B,True,"{""B"": 65}"
398,23601,23666,65,lift_red_block_slider: grasp the red block lying in the sliding cabinet,B,True,"{""B"": 65}"
399,23666,23731,65,push_red_block_right: sweep the red block to the right,B,True,"{""B"": 65}"
400,23731,23796,65,open_drawer: pull the handle of the drawer,B,True,"{""B"": 65}"
401,23796,23861,65,turn_off_lightbulb: toggle the light switch to turn off the yellow light,B,True,"{""B"": 65}"
402,23861,23897,36,place_in_slider: place the block in the cabinet,B,True,"{""B"": 36}"
403,23897,23962,65,turn_on_led: toggle the button to turn on the led light,B,True,"{""B"": 65}"
404,23962,24027,65,move_slider_right: push the door to the right,B,True,"{""B"": 65}"
405,24027,24092,65,turn_off_led: push the button to turn off the green light,B,True,"{""B"": 65}"
406,24092,24157,65,stack_block: stack the block on top of another block,B,True,"{""B"": 65}"
407,24157,24222,65,move_slider_right: grasp the door handle and slide the door to the right,B,True,"{""B"": 65}"
408,24222,24287,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
409,24287,24352,65,turn_off_lightbulb: move the light switch to turn off the yellow light,B,True,"{""B"": 65}"
410,24352,24417,65,lift_blue_block_table: pick up the blue block on the table,B,True,"{""B"": 65}"
411,24417,24482,65,turn_off_lightbulb: slide down the switch,B,True,"{""B"": 65}"
412,24482,24530,48,place_in_drawer: move to the drawer and place the object,B,True,"{""B"": 48}"
413,24530,24595,65,open_drawer: open the drawer,B,True,"{""B"": 65}"
414,24595,24639,44,turn_on_led: turn on the green lamp,B,True,"{""B"": 44}"
415,24639,24704,65,lift_blue_block_slider: in the cabinet grasp the blue block,B,True,"{""B"": 65}"
416,24704,24747,43,turn_off_lightbulb: toggle the light switch to turn off the yellow light,B,True,"{""B"": 43}"
417,24747,24812,65,move_slider_left: move the door all the way to the left and let go,B,True,"{""B"": 65}"
418,24812,24861,49,place_in_drawer: place the grasped object in the drawer,B,True,"{""B"": 49}"
419,24861,24926,65,lift_pink_block_drawer: pick up the pink block from the drawer,B,True,"{""B"": 65}"
420,24926,24991,65,lift_pink_block_table: pick up the pink block on the table,B,True,"{""B"": 65}"
421,24991,25035,44,"place_in_drawer: move to the drawer, then store the object",B,True,"{""B"": 44}"
422,25035,25100,65,push_pink_block_left: go slide the pink block to the left,B,True,"{""B"": 65}"
423,25100,25165,65,open_drawer: go open the drawer,B,True,"{""B"": 65}"
424,25165,25230,65,push_blue_block_left: slide left the blue block,B,True,"{""B"": 65}"
425,25230,25295,65,turn_on_led: push down the button to turn on the led,B,True,"{""B"": 65}"
426,25295,25360,65,turn_on_led: push down the button to turn on the green light,B,True,"{""B"": 65}"
427,25360,25396,36,place_in_drawer: put the grasped object in the drawer,B,True,"{""B"": 36}"
428,25396,25461,65,push_pink_block_left: slide the pink block towards the left,B,True,"{""B"": 65}"
429,25461,25526,65,"open_drawer: grasp the drawer handle, then open it",B,True,"{""B"": 65}"
430,25526,25591,65,"lift_red_block_table: grasp the red block on the table, then lift it up",B,True,"{""B"": 65}"
431,25591,25656,65,close_drawer: push the drawer,B,True,"{""B"": 65}"
432,25656,25721,65,open_drawer: grasp the drawer handle and open it,B,True,"{""B"": 65}"
433,25721,25786,65,move_slider_right: push the sliding door to the right,B,True,"{""B"": 65}"
434,25786,25851,65,move_slider_left: push the sliding door to the left,B,True,"{""B"": 65}"
435,25851,25916,65,rotate_red_block_left: turn the red block left,B,True,"{""B"": 65}"
436,25916,25981,65,push_blue_block_left: slide the blue block to the left,B,True,"{""B"": 65}"
437,25981,26022,41,lift_red_block_table: lift the red block,B,True,"{""B"": 41}"
438,26022,26087,65,lift_red_block_slider: grasp the red block lying on the shelf,B,True,"{""B"": 65}"
439,26087,26152,65,lift_blue_block_slider: in the cabinet pick up the blue block,B,True,"{""B"": 65}"
440,26152,26188,36,lift_red_block_table: pick up the red block from the table,B,True,"{""B"": 36}"
441,26188,26253,65,close_drawer: close the cabinet drawer,B,True,"{""B"": 65}"
442,26253,26318,65,turn_off_lightbulb: move the light switch to turn off the light bulb,B,True,"{""B"": 65}"
443,26318,26355,37,place_in_slider: place the object in the cabinet,B,True,"{""B"": 37}"
444,26355,26420,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
445,26420,26469,49,place_in_slider: put the block in the cabinet,B,True,"{""B"": 49}"
446,26469,26504,35,stack_block: stack the object on top of another object,B,True,"{""B"": 35}"
447,26504,26541,37,place_in_slider: place the block in the cabinet,B,True,"{""B"": 37}"
448,26541,26606,65,"move_slider_left: grasp the door handle, then slide the door to the left",B,True,"{""B"": 65}"
449,26606,26671,65,lift_pink_block_table: grasp the pink block on the table and lift it up,B,True,"{""B"": 65}"
450,26671,26736,65,rotate_red_block_left: grasp the red block and turn it left,B,True,"{""B"": 65}"
451,26736,26801,65,lift_red_block_table: pick up the red block,B,True,"{""B"": 65}"
452,26801,26866,65,move_slider_left: push the sliding door to the left,B,True,"{""B"": 65}"
453,26866,26931,65,turn_on_led: toggle the button to turn on the green light,B,True,"{""B"": 65}"
454,26931,26972,41,place_in_slider: put it in the slider,B,True,"{""B"": 41}"
455,26972,27016,44,place_in_drawer: move to the drawer and store the object,B,True,"{""B"": 44}"
456,27016,27081,65,lift_red_block_slider: grasp the red block lying in the slider,B,True,"{""B"": 65}"
457,27081,27146,65,turn_on_lightbulb: turn on the yellow lamp,B,True,"{""B"": 65}"
458,27146,27211,65,"move_slider_left: slide the door to the left, then let it go",B,True,"{""B"": 65}"
459,27211,27253,42,place_in_drawer: put the object in the drawer,B,True,"{""B"": 42}"
460,27253,27318,65,turn_off_lightbulb: turn off the yellow lamp,B,True,"{""B"": 65}"
461,27318,27383,65,"rotate_pink_block_left: grasp the pink block, then rotate it left",B,True,"{""B"": 65}"
462,27383,27448,65,move_slider_right: move the door to the right,B,True,"{""B"": 65}"
463,27448,27513,65,close_drawer: go close the drawer,B,True,"{""B"": 65}"
464,27513,27578,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
465,27578,27643,65,lift_pink_block_slider: in the cabinet grasp the pink block,B,True,"{""B"": 65}"
466,27643,27708,65,open_drawer: open the cabinet drawer,B,True,"{""B"": 65}"
467,27708,27773,65,move_slider_right: push the door to the right side,B,True,"{""B"": 65}"
468,27773,27838,65,lift_blue_block_slider: grasp the blue block lying in the sliding cabinet,B,True,"{""B"": 65}"
469,27838,27903,65,lift_blue_block_slider: pick up the blue block from the shelf,B,True,"{""B"": 65}"
470,27903,27968,65,open_drawer: grasp the handle of the drawer and open it,B,True,"{""B"": 65}"
471,27968,28033,65,rotate_blue_block_left: turn the blue block left,B,True,"{""B"": 65}"
472,28033,28074,41,place_in_drawer: store the grasped object in the drawer,B,True,"{""B"": 41}"
473,28074,28120,46,unstack_block: take off the block that is on top of the other one,B,True,"{""B"": 46}"
474,28120,28185,65,lift_red_block_drawer: pick up the red block lying in the drawer,B,True,"{""B"": 65}"
475,28185,28233,48,place_in_drawer: store the block in the drawer,B,True,"{""B"": 48}"
476,28233,28277,44,"place_in_drawer: move to the drawer, then place the object",B,True,"{""B"": 44}"
477,28277,28342,65,rotate_pink_block_right: rotate right the pink block,B,True,"{""B"": 65}"
478,28342,28407,65,rotate_pink_block_right: rotate the pink block to the right,B,True,"{""B"": 65}"
479,28407,28472,65,turn_off_led: toggle the button to turn off the green light,B,True,"{""B"": 65}"
480,28472,28509,37,move_slider_right: slide the door all the way to the right,B,True,"{""B"": 37}"
